source_raw,source_type,relation,target_raw,target_type,source_chunk_id,source_row_id,published_date,evidence,confidence,source_name,target_name,source_name_norm,target_name_norm,source_id,target_id
ChipMixer,Technology,USES,bitcoin,Technology,https://www.hstoday.us/subject-matter-areas/cybersecurity/one-of-the-dark-webs-largest-cryptocurrency-laundromats-taken-down/::c0000,2205,2023-03-20,ChipMixer processed bitcoin,0.9,ChipMixer,bitcoin,chipmixer,bitcoin,lab19_33887e8a77358bab8466d0b0,lab19_84037c4883b17d646a653358
Heather Ennis,Person,LEADS,Northwest Indiana Forum,Company,https://www.nwitimes.com/business/local/technology-sector-advancing-in-calumet-region/article_fa1b6c46-a0c8-5712-96bd-fb09181eaf6b.html::c0000,2246,2023-03-12,"""Northwest Indiana Forum President and CEO Heather Ennis said""",1.0,Heather Ennis,Northwest Indiana Forum,heather ennis,northwest indiana forum,lab19_60a6107e24f9d609c25fe3c7,lab19_e28dbfdbc2812b537e3c50ee
Digital Crossroad,Technology,DEVELOPED,Quantum Corridor,Technology,https://www.nwitimes.com/business/local/technology-sector-advancing-in-calumet-region/article_fa1b6c46-a0c8-5712-96bd-fb09181eaf6b.html::c0000,2246,2023-03-12,"""The development of Digital Crossroad and READI projects of the Quantum Corridor""",0.8,Digital Crossroad,Quantum Corridor,digital crossroad,quantum corridor,lab19_402c2dcb1bee91eab1c590ef,lab19_df25b22684e54224ea0f4b9d
READI projects,Technology,DEVELOPED,Quantum Corridor,Technology,https://www.nwitimes.com/business/local/technology-sector-advancing-in-calumet-region/article_fa1b6c46-a0c8-5712-96bd-fb09181eaf6b.html::c0000,2246,2023-03-12,"""The development of Digital Crossroad and READI projects of the Quantum Corridor""",0.8,READI projects,Quantum Corridor,readi projects,quantum corridor,lab19_4ca2f2b9b7c005c20ec083d6,lab19_df25b22684e54224ea0f4b9d
WebClues Infotech,Company,DEVELOPED,Generative AI Solutions,Technology,https://www.benzinga.com/pressreleases/23/08/34038631/webclues-infotech-leads-the-way-in-generative-ai-solutions-for-business-process-enhancement::c0000,2258,2023-08-25,WebClues Infotech ... has come up as one of the trailblazers in the technology sector,0.7,WebClues Infotech,Generative AI Solutions,webclues infotech,generative ai solutions,lab19_cf9700760d754aaf277dfc7e,lab19_8c1b2bbd9b33bbef92985670
Cloud 10 Studios,Company,USES,data,Technology,https://technews.tmcnet.com/news/2023/08/31/9873560.htm::c0000,2307,2023-08-31,CLOUD 10 STUDIOS USES DATA TO VISUALIZE THE EFFECTS OF ENVIRONMENTAL CHANGE,1.0,Cloud 10 Studios,data,cloud 10 studios,data,lab19_4b2ea950f2a5ebe7f3ef3b29,lab19_7371cffcba1a61b2aa477860
Amazon.com,Company,INVESTED_IN,Ohio,Company,https://www.msn.com/en-us/money/technology/refile-update-1-amazon-cloud-unit-to-invest-nearly-8-billion-in-ohio/ar-AA1d4Z1F::c0000,2321,2023-06-26,Amazon.com's cloud computing division would invest $7.8 billion through 2030 in Ohio,1.0,Amazon.com,Ohio,amazon.com,ohio,lab19_599f5c3c96d1daa9f501f825,lab19_cdbc3fb21285706fef459a24
Tetra Tech,Company,ACQUIRED,application cyber services outfit,Company,https://washingtontechnology.com/companies/2023/01/tetra-tech-acquires-application-cyber-services-outfit/381484/::c0000,2336,2023-01-06,Tetra Tech has acquired a provider of enterprise technology and consulting services to federal agencies,0.9,Tetra Tech,application cyber services outfit,tetra tech,application cyber services outfit,lab19_49526f4636c5b2a21b8570ed,lab19_b9271fcab648342ab4155947
NCR Corporation,Company,DEVELOPED,enterprise technology,Technology,https://accesswdun.com/article/2023/9/1205387::c0000,2446,2023-09-21,NCR Corporation (NYSE: NCR) a leading enterprise technology provider,0.9,NCR Corporation,enterprise technology,ncr corporation,enterprise technology,lab19_82e4dd9cfe8c7c11823b6d07,lab19_0fb6d845dbd1e7368f1cf437
Apple,Company,DEVELOPED,software code for self-driving cars,Technology,https://www.journalgazette.net/news/us-announces-criminal-cases-involving-flow-of-technology-information-to-russia-china-and-iran/article_4e05e2fe-f40a-11ed-9774-d734c8514b80.html::c0000,2460,2023-05-16,Apple's software code for self-driving cars,0.9,Apple,software code for self-driving cars,apple,software code for self-driving cars,lab19_e6c3db5c28c9a15bfafd2e04,lab19_ef7a276992d84a8742338a9d
Laurie Starcher,Person,USES,smartphone,Technology,https://www.wdef.com/tech-byte-use-tech-to-find-your-dream-home/::c0000,2466,2023-08-25,Laurie Starcher’s smartphone can help you get started looking for your dream home,0.8,Laurie Starcher,smartphone,laurie starcher,smartphone,lab19_671cdba806b5c4e84760f87d,lab19_98bd67993d5966258666fa0d
AT&T,Company,WORKED_AT,Laurie Starcher,Person,https://www.wdef.com/tech-byte-use-tech-to-find-your-dream-home/::c0000,2466,2023-08-25,AT&T’s Laurie Starcher,0.9,AT&T,Laurie Starcher,at t,laurie starcher,lab19_1cd96b0c4bc7973fdf7bdc6c,lab19_671cdba806b5c4e84760f87d
Technology Services Division,Technology,LEADS,modernizing City services,Technology,https://www.toronto.ca/city-government/accountability-operations-customer-service/city-administration/staff-directory-divisions-and-customer-service/technology-services/::c0000,2470,2023-08-11,Technology Services Division (TSD) provides leadership in modernizing City services,0.7,Technology Services Division,modernizing City services,technology services division,modernizing city services,lab19_5f07c650c5e4d5fe1bc7c093,lab19_de30602efe30bec52ee5b544
Technology Services Division,Technology,PARTNERED_WITH,all City divisions,Company,https://www.toronto.ca/city-government/accountability-operations-customer-service/city-administration/staff-directory-divisions-and-customer-service/technology-services/::c0000,2470,2023-08-11,Technology Services Division partners and collaborates with all City divisions,0.7,Technology Services Division,all City divisions,technology services division,all city divisions,lab19_5f07c650c5e4d5fe1bc7c093,lab19_2d21f41c860bab19ba2346f3
Quest Technology Management,Company,ACQUIRED,Lanlogic,Company,https://www.lelezard.com/en/news-20790288.html::c0000,2493,2023-02-23,Quest Technology Management Acquires Lanlogic,1.0,Quest Technology Management,Lanlogic,quest technology management,lanlogic,lab19_0a3bf9b6cf7b10f640922e8a,lab19_03556878ae721fe4dc0799c8
Fidelity National Information Services,Company,DEVELOPED,technology solutions for merchants banks,Technology,https://www.nasdaq.com/articles/baird-maintains-fidelity-national-information-services-fis-outperform-recommendation::c0000,2516,2023-07-03,FIS is a leading provider of technology solutions for merchants banks,0.9,Fidelity National Information Services,technology solutions for merchants banks,fidelity national information services,technology solutions for merchants banks,lab19_3f052c4690533ff0ac061e7c,lab19_6a6f5b0ec1662486fbeaec15
SpaceX,Company,DEVELOPED,recyclable rocket technology,Technology,https://www.inc.com/anis-uzzaman/top-technology-business-trends-for-2023.html::c0000,2536,2023-02-01,SpaceX developed the next generation in recyclable rocket technology,1.0,SpaceX,recyclable rocket technology,spacex,recyclable rocket technology,lab19_00976a066f2bf56f1fb38754,lab19_fab80a610d6f8796b919ed2e
Fujitsu,Company,USES,Distributed Ledger Technology (DLT),Technology,https://www.investopedia.com/terms/d/distributed-ledger-technology-dlt.asp::c0000,2567,2023-05-31,Fujitsu a global data and information technology company ... As DLT often relies only on an internet connection,0.8,Fujitsu,Distributed Ledger Technology (DLT),fujitsu,distributed ledger technology dlt,lab19_0351299e9bf580237abe5210,lab19_d92a003105c7db6090e4d337
MIT Technology Review,Company,FOUNDED,Massachusetts Institute of Technology,Company,https://www.technologyreview.com/2023/06/05/1073787/proactive-and-predictive-tools-for-transformation/::c0000,2572,2023-06-20,Founded at the Massachusetts Institute of Technology in 1899 MIT Technology Review is,0.9,MIT Technology Review,Massachusetts Institute of Technology,mit technology review,massachusetts institute of technology,lab19_6643011340b08f9d1985f737,lab19_d0694fd72ae65c5db0456783
ISG (Information Services Group),Company,PARTNERED_WITH,more than 900 clients including more than 75 of the world’s top 100 enterprises,Company,https://stockhouse.com/news/press-releases/2023/07/26/more-brazilian-firms-are-turning-to-hybrid-clouds-for-help::c0000,2578,2023-07-26,A trusted business partner to more than 900 clients including more than 75 of the world&CloseCurlyQuote;s top 100 enterprises ISG is committed to,0.85,ISG (Information Services Group),more than 900 clients including more than 75 of the world’s top 100 enterprises,isg information services group,more than 900 clients including more than 75 of the world s top 100 enterprises,lab19_b17a05f83832901cf9083faf,lab19_1c899364f3cb1449aa28deef
Andrew Drach,Person,FOUNDED,Solwey Consulting,Company,https://techbullion.com/technology-consulting-and-full-stack-mobile-app-development-interview-with-andrew-drach-ceo-and-co-founder-of-solwey-consulting/::c0000,2587,2022-12-10,Andrew Drach CEO and co-founder of Solwey Consulting,0.95,Andrew Drach,Solwey Consulting,andrew drach,solwey consulting,lab19_205c5f03468431c1d679c53a,lab19_fa8ee120897e10c0c6f51d0f
Olink,Company,DEVELOPED,PEA,Technology,https://www.newswire.ca/news-releases/discovery-life-sciences-launches-world-class-proteomic-services-division-supported-by-leading-technology-partners-875696302.html::c0000,2592,2022-12-14,Olink's PEA is a unique immuno-PCR technology,0.95,Olink,PEA,olink,pea,lab19_7a7274e250f3ac56a31837a5,lab19_afbffc3a083f80455950156b
Google,Company,DEVELOPED,Tensor Processing Unit,Technology,https://www.digitimes.com/news/a20230619VL203/ai-google-mediatek-tpu.html::c0000,2607,2023-06-19,Google's in-house developed Tensor Processing Unit (TPUs),0.95,Google,Tensor Processing Unit,google,tensor processing unit,lab19_0e132222d1315530d6efca52,lab19_7fd41caa7ac9c4173b9d6de6
Google,Company,PARTNERED_WITH,MediaTek,Company,https://www.digitimes.com/news/a20230619VL203/ai-google-mediatek-tpu.html::c0000,2607,2023-06-19,Google is reportedly cooperating with MediaTek,0.9,Google,MediaTek,google,mediatek,lab19_0e132222d1315530d6efca52,lab19_b3306bfad1ea21be08bf5c00
Connecticut Innovations,Company,FOUNDED,state-chartered venture capital organization,Company,https://www.nhregister.com/business/article/auditor-report-criticizes-decd-ci-reporting-18287479.php::c0000,2832,2023-08-14,Connecticut Innovations the state-chartered venture capital organization,0.8,Connecticut Innovations,state-chartered venture capital organization,connecticut innovations,state-chartered venture capital organization,lab19_93d3cce6425fd86bbb1ec444,lab19_b5c3d8cad0a0208be0f3913d
Google,Company,DEVELOPED,unknown tracker alerts,Technology,https://indianexpress.com/article/technology/techook/how-to-use-googles-unknown-tracker-alerts-service-on-android-smartphones-8885488/::c0000,2840,2023-08-10,Google has introduced ... “unknown tracker alerts” for all Android smartphones,0.95,Google,unknown tracker alerts,google,unknown tracker alerts,lab19_0e132222d1315530d6efca52,lab19_644a5c5532b1cb692e7a9e31
unknown tracker alerts,Technology,USES,Android smartphones,Technology,https://indianexpress.com/article/technology/techook/how-to-use-googles-unknown-tracker-alerts-service-on-android-smartphones-8885488/::c0000,2840,2023-08-10,“unknown tracker alerts” for all Android smartphones running ...,0.9,unknown tracker alerts,Android smartphones,unknown tracker alerts,android smartphones,lab19_644a5c5532b1cb692e7a9e31,lab19_0df4d088ad3e7cb8a31fea68
First Citizens Bank,Company,ACQUIRED,Silicon Valley Bank,Company,https://www.newsobserver.com/news/business/article273545395.html::c0000,2846,2023-03-27,Raleigh’s First Citizens Bank will buy Silicon Valley Bank,1.0,First Citizens Bank,Silicon Valley Bank,first citizens bank,silicon valley bank,lab19_30aaff2ed5f2ddddf00fe54c,lab19_27b55f2016558f9b6cb06972
CloudNine,Company,PARTNERED_WITH,Integreon,Company,https://www.benzinga.com/pressreleases/23/03/p31386917/cloudnine-and-integreon-partner-to-deliver-efficiency-in-handling-modern-data-in-ediscovery::c0000,2857,2023-03-16,CloudNine and Integreon announced a partnership today,1.0,CloudNine,Integreon,cloudnine,integreon,lab19_db09dea1aba722a6fb8099da,lab19_5cd262f980b2ec9703056050
Staytuned Digital,Company,FOUNDED,Serge Kassardjian,Person,https://www.yahoo.com/entertainment/staytuned-bags-34m-equity-debt-161446016.html::c0000,2877,2023-04-06,co-founder Serge Kassardjian,0.9,Staytuned Digital,Serge Kassardjian,staytuned digital,serge kassardjian,lab19_94c78c32ac0e4860ff9660c7,lab19_e501527272f881fe54fdef1b
Staytuned Digital,Company,DEVELOPED,Salesforce suite for e-commerce,Technology,https://www.yahoo.com/entertainment/staytuned-bags-34m-equity-debt-161446016.html::c0000,2877,2023-04-06,developing a software suite for e-commerce brands with a goal of what co-founder Serge Kassardjian described as “the Salesforce suite for e-commerce stores,0.95,Staytuned Digital,Salesforce suite for e-commerce,staytuned digital,salesforce suite for e-commerce,lab19_94c78c32ac0e4860ff9660c7,lab19_28301ac10da2ba6f5f8512e3
Playtech,Company,INVESTED_IN,NorthStar Gaming,Company,https://technews.tmcnet.com/news/2023/02/13/9759141.htm::c0000,2880,2023-02-13,NorthStar Gaming Announces Strategic Investment from Playtech,0.95,Playtech,NorthStar Gaming,playtech,northstar gaming,lab19_f1241bceec7241ae82bc60c8,lab19_28b7ae8431177ba99c6fa449
Ravago Americas,Company,ACQUIRED,Polymer Technology & Services,Company,https://www.plasticstoday.com/materials/ravago-americas-acquires-polymer-technology-services::c0000,2894,2023-10-17,Ravago Americas acquires Polymer Technology & Services,1.0,Ravago Americas,Polymer Technology & Services,ravago americas,polymer technology services,lab19_bad84f72983015414dd0094a,lab19_82070938a7843996cbd00a1b
Meta,Company,PARTNERED_WITH,Pelocal Fintech Pvt. Ltd.,Company,https://indianexpress.com/article/technology/tech-news-technology/whatsapp-ticketing-service-delhi-metro-8970121/::c0000,2957,2023-10-07,The service is being rolled out in a collaboration between Meta and its authorised partner Pelocal Fintech Pvt. Ltd.,1.0,Meta,Pelocal Fintech Pvt. Ltd.,meta,pelocal fintech pvt. ltd.,lab19_6dbfdfc5a4e8df3668a4dac3,lab19_647a9488b93afb64d59129ea
WhatsApp,Technology,USES,Meta,Company,https://indianexpress.com/article/technology/tech-news-technology/whatsapp-ticketing-service-delhi-metro-8970121/::c0000,2957,2023-10-07,WhatsApp ticketing service now available across all Delhi NCR metro lines. The service is being rolled out in a collaboration between Meta and its authorised partner Pelocal Fintech Pvt. Ltd.,0.9,WhatsApp,Meta,whatsapp,meta,lab19_93a28fc3abf327195319ba4c,lab19_6dbfdfc5a4e8df3668a4dac3
Microsoft Copilot,Technology,DEVELOPED,Microsoft,Company,https://www.theverge.com/2023/9/21/23883798/microsoft-copilot-unified-windows-11-apps-launch-date::c0000,3043,2023-09-21,Microsoft’s unified Copilot is coming to Windows Edge and everywhere else,0.9,Microsoft Copilot,Microsoft,microsoft copilot,microsoft,lab19_4668df6ada45ef0ef21faee7,lab19_fb0f4df56fab164ec48722f0
KPMG,Company,INVESTED_IN,artificial intelligence,Technology,https://www.reuters.com/technology/kpmg-plans-2-bln-investment-ai-cloud-services-wsj-2023-07-11/::c0000,3054,2023-07-11,KPMG said on Tuesday it will spend $2 billion on artificial intelligence and cloud services,0.95,KPMG,artificial intelligence,kpmg,artificial intelligence,lab19_5c159ca6c01a0e19f91c6ea8,lab19_1a324b330bd048e7308e53f0
KPMG,Company,PARTNERED_WITH,Microsoft,Company,https://www.reuters.com/technology/kpmg-plans-2-bln-investment-ai-cloud-services-wsj-2023-07-11/::c0000,3054,2023-07-11,through an expanded partnership with Microsoft,0.9,KPMG,Microsoft,kpmg,microsoft,lab19_5c159ca6c01a0e19f91c6ea8,lab19_fb0f4df56fab164ec48722f0
Burger King,Company,PARTNERED_WITH,PAR Technology,Company,https://restauranttechnologynews.com/2023/10/burger-king-selects-par-technology-as-its-exclusive-point-of-sale-software-and-services-provider-across-north-america/::c0000,3068,2023-10-11,Burger King Selects PAR Technology As Its Exclusive Point of Sale Software and Services Provider Across North America,0.95,Burger King,PAR Technology,burger king,par technology,lab19_5e6bb2f54191e893f5e7dd4e,lab19_afb0998095d1d484b35303a5
Microsoft,Company,USES,tech support,Technology,https://www.foxnews.com/tech/sneaky-legit-way-score-free-virtual-tech-support::c0000,3072,2023-02-18,Tech companies such as Microsoft and Apple offer accessible tech support to their consumers,0.9,Microsoft,tech support,microsoft,tech support,lab19_fb0f4df56fab164ec48722f0,lab19_4d838eaed1d3e8f0261b4a45
Apple,Company,USES,tech support,Technology,https://www.foxnews.com/tech/sneaky-legit-way-score-free-virtual-tech-support::c0000,3072,2023-02-18,Tech companies such as Microsoft and Apple offer accessible tech support to their consumers,0.9,Apple,tech support,apple,tech support,lab19_e6c3db5c28c9a15bfafd2e04,lab19_4d838eaed1d3e8f0261b4a45
Howard Tullman,Person,LEADS,G2T3V LLC,Company,https://wgnradio.com/lisa-dent/howard-tullman-on-why-you-shouldnt-gamble-on-tech-security/::c0000,3082,2023-09-26,Howard Tullman general managing partner for G2T3V LLC,0.95,Howard Tullman,G2T3V LLC,howard tullman,g2t3v llc,lab19_77dc6b6dd119e83c04be24e7,lab19_b4b32bed293ac9106d072e91
Howard Tullman,Person,LEADS,Chicago High Tech Investors LLC,Company,https://wgnradio.com/lisa-dent/howard-tullman-on-why-you-shouldnt-gamble-on-tech-security/::c0000,3082,2023-09-26,Howard Tullman general managing partner for ... Chicago High Tech Investors LLC,0.95,Howard Tullman,Chicago High Tech Investors LLC,howard tullman,chicago high tech investors llc,lab19_77dc6b6dd119e83c04be24e7,lab19_262cc93944b806c14281d6be
Jakub Žalio,Person,WORKED_AT,Übank,Company,https://financialit.net/news/people-moves/creditinfo-hires-jakub-zalio-director-global-technology-and-solutions::c0000,3110,2023-02-23,Žalio joins from Übank the leading digital bank,0.95,Jakub Žalio,Übank,jakub žalio,übank,lab19_9b68b0d11de1cd717d1c5d5d,lab19_dd2eb3135e902e7448ed0293
Jakub Žalio,Person,WORKED_AT,Creditinfo Group,Company,https://financialit.net/news/people-moves/creditinfo-hires-jakub-zalio-director-global-technology-and-solutions::c0000,3110,2023-02-23,Creditinfo Group ... announces the appointment of Jakub Žalio as its new Director of Global Technology and Solutions,0.95,Jakub Žalio,Creditinfo Group,jakub žalio,creditinfo group,lab19_9b68b0d11de1cd717d1c5d5d,lab19_75615d8604c48d055814a2b4
IBM Corp. AS/400,Technology,USES,SQL Server,Technology,https://siliconangle.com/2023/01/16/moving-supercloud-means-rethinking-data-management/::c0000,3117,2023-01-16,We also had a ton of internal SQL Server databases,0.7,IBM Corp. AS/400,SQL Server,ibm corp. as 400,sql server,lab19_f0058711b60876adaf90beaf,lab19_99870944307a0895950e34cd
When I Work,Company,LEADS,Kavitha Radhakrishnan,Person,https://www.tmcnet.com/channels/call-center-management/news/-when-work-continues-growth-with-expansion-new-c-/2023/09/13/9880502.htm::c0000,3123,2023-09-13,When I Work ... has appointed Kavitha Radhakrishnan as its new Chief Product Officer,1.0,When I Work,Kavitha Radhakrishnan,when i work,kavitha radhakrishnan,lab19_9c2d7f14294d9c4655ea8213,lab19_d07d4463d9cd732446cde95d
When I Work,Company,LEADS,Paul Cowan,Person,https://www.tmcnet.com/channels/call-center-management/news/-when-work-continues-growth-with-expansion-new-c-/2023/09/13/9880502.htm::c0000,3123,2023-09-13,When I Work ... has appointed ... Paul Cowan as its new Chief Growth Officer,1.0,When I Work,Paul Cowan,when i work,paul cowan,lab19_9c2d7f14294d9c4655ea8213,lab19_0c4f3d0e1195af33f4d06aea
Dragos,Company,DEVELOPED,Dragos Partner Program,Technology,https://www.benzinga.com/pressreleases/23/06/b32832603/dragos-launches-ot-cyber-industrys-only-global-partner-program-to-span-technology-services-threat-::c0000,3139,2023-06-13,Dragos Launches OT Cyber Industry''s Only Global Partner Program,1.0,Dragos,Dragos Partner Program,dragos,dragos partner program,lab19_701cc0154bd88a08189343a8,lab19_560780a8c7dfa297cfdf94c8
Ivy Tech Community College,Company,PARTNERED_WITH,Jobs for the Future,Company,https://www.tribstar.com/news/local_news/ivy-tech-partners-with-jobs-for-the-future-to-offer-google-certificates/article_67d87966-0004-11ee-be74-2f87e06dc3cf.html::c0000,3146,2023-06-04,Ivy Tech partners with Jobs for the Future,1.0,Ivy Tech Community College,Jobs for the Future,ivy tech community college,jobs for the future,lab19_2c53a58a9adb0b3e3f037693,lab19_4bc77125269da594e3d466d7
Tencent Cloud Blockchain RPC,Technology,DEVELOPED,Tencent Cloud,Company,https://technews.tmcnet.com/news/2023/09/12/9878690.htm::c0000,3169,2023-09-12,Tencent Cloud today announced the launch of its first Web3-native product Tencent Cloud Blockchain RPC,1.0,Tencent Cloud Blockchain RPC,Tencent Cloud,tencent cloud blockchain rpc,tencent cloud,lab19_161df613ef04c667dd1ce2f2,lab19_4f6415a58b3db00b9267597d
Tencent Cloud Blockchain RPC,Technology,DEVELOPED,Ankr,Company,https://technews.tmcnet.com/news/2023/09/12/9878690.htm::c0000,3169,2023-09-12,Jointly developed with Ankr this new offering aims to deliver reliable Web3 infrastructure,1.0,Tencent Cloud Blockchain RPC,Ankr,tencent cloud blockchain rpc,ankr,lab19_161df613ef04c667dd1ce2f2,lab19_890a22fa7b9dc6d88d09d219
Tencent Cloud,Company,PARTNERED_WITH,Ankr,Company,https://technews.tmcnet.com/news/2023/09/12/9878690.htm::c0000,3169,2023-09-12,Jointly developed with Ankr,1.0,Tencent Cloud,Ankr,tencent cloud,ankr,lab19_4f6415a58b3db00b9267597d,lab19_890a22fa7b9dc6d88d09d219
Sandeep Shah,Person,LEADS,Technology and war have to evolve together to ensure sustainability,Technology,https://www.msn.com/en-in/money/news/exclusive-interview-technology-and-war-have-to-evolve-together-to-ensure-sustainability-says-sandeep-shah/ar-AA17ptpj::c0000,3274,2023-02-13,Technology and war have to evolve together to ensure sustainability says Sandeep Shah,0.9,Sandeep Shah,Technology and war have to evolve together to ensure sustainability,sandeep shah,technology and war have to evolve together to ensure sustainability,lab19_048021fc398eb433f329aae5,lab19_f03d294451eabd9b1113c5ef
HPE,Company,USES,large language models,Technology,https://indianexpress.com/article/technology/artificial-intelligence/hpe-to-offer-cloud-computing-service-for-artificial-intelligence-8676758/::c0000,3289,2023-06-21,HPE said the company will use HPE's experience in supercomputers to offer a service specifically for what are called large language models,1.0,HPE,large language models,hpe,large language models,lab19_9c4062b8536b0d59ef5a31ca,lab19_55ab5412c4cf9bc541c8954a
SA,Company,USES,Oceans and Coastal Information System (OCIMS),Technology,https://www.engineeringnews.co.za/article/how-sa-is-using-spatial-data-technology-for-coastal-and-oceans-monitoring-2022-11-25::c0000,3300,2022-11-24,How SA is using spatial data technology for coastal and oceans monitoring. developed and implemented the Oceans and Coastal Information System (OCIMS),0.95,SA,Oceans and Coastal Information System (OCIMS),sa,oceans and coastal information system ocims,lab19_ad18d6e1f4ebdeb5cb70b6f4,lab19_4af7411d4ee06dc71d075b58
Information Services Group,Company,DEVELOPED,ISG Provider Lens AWS,Technology,https://www.finanznachrichten.de/nachrichten-2023-02/58212558-information-services-group-inc-rise-of-public-clouds-in-france-lifts-aws-adoption-004.htm::c0000,3306,2023-07-24,The 2022 ISG Provider Lens AWS,0.9,Information Services Group,ISG Provider Lens AWS,information services group,isg provider lens aws,lab19_b79293f3033084556da650c0,lab19_93a6177bc900653e25687333
IBM,Company,USES,artificial intelligence,Technology,https://www.msn.com/en-us/money/companies/more-tech-companies-take-white-house-ai-safety-pledge/ar-AA1gARhV::c0000,3330,2023-09-12,IBM Adobe Salesforce and five more tech companies' use of artificial intelligence,0.9,IBM,artificial intelligence,ibm,artificial intelligence,lab19_681006bc70d2b14804e79e11,lab19_1a324b330bd048e7308e53f0
Adobe,Company,USES,artificial intelligence,Technology,https://www.msn.com/en-us/money/companies/more-tech-companies-take-white-house-ai-safety-pledge/ar-AA1gARhV::c0000,3330,2023-09-12,IBM Adobe Salesforce and five more tech companies' use of artificial intelligence,0.9,Adobe,artificial intelligence,adobe,artificial intelligence,lab19_65446d28e12f5bb787b5439a,lab19_1a324b330bd048e7308e53f0
Salesforce,Company,USES,artificial intelligence,Technology,https://www.msn.com/en-us/money/companies/more-tech-companies-take-white-house-ai-safety-pledge/ar-AA1gARhV::c0000,3330,2023-09-12,IBM Adobe Salesforce and five more tech companies' use of artificial intelligence,0.9,Salesforce,artificial intelligence,salesforce,artificial intelligence,lab19_60ade6527483bced1756d6c8,lab19_1a324b330bd048e7308e53f0
WT Micro,Company,ACQUIRED,Future Electronics,Company,https://www.digitimes.com/news/a20230914PD215/wt-microelectronics-future-electronics-acquisition-ic-distribution.html::c0000,3335,2023-09-15,WT Micro to acquire Future Electronics for US$3.8 billion,1.0,WT Micro,Future Electronics,wt micro,future electronics,lab19_a5930b5231a738016f990eb5,lab19_305abadf26edddddfee85561
WiseTech Global,Company,ACQUIRED,Blume Global,Company,https://www.freightwaves.com/news/wisetech-acquires-blume-global::c0000,3352,2023-02-18,WiseTech Global ... has acquired privately held Blume Global,1.0,WiseTech Global,Blume Global,wisetech global,blume global,lab19_96ecd955d1c6da5e94ce3bda,lab19_2935b5fad06dfd50d54c0bc5
WiseTech Global,Company,DEVELOPED,CargoWise,Technology,https://www.freightwaves.com/news/wisetech-acquires-blume-global::c0000,3352,2023-02-18,WiseTech Global an Australia-based developer of the logistics execution software CargoWise,0.95,WiseTech Global,CargoWise,wisetech global,cargowise,lab19_96ecd955d1c6da5e94ce3bda,lab19_cd8ed6ff02ead5d66888d716
Amazon’s cloud unit,Company,PARTNERED_WITH,Hugging Face,Company,https://www.seattletimes.com/business/amazons-cloud-unit-partners-with-hugging-face-maker-of-chatgpt-rival/?n=%5CL::c0000,3373,2023-02-21,Amazon’s cloud unit partners with Hugging Face,1.0,Amazon’s cloud unit,Hugging Face,amazon s cloud unit,hugging face,lab19_bf278fe4ba92f56d53b9c7ef,lab19_7143630392df3f19fee3aab9
Google,Company,DEVELOPED,artificial intelligence,Technology,https://www.wfae.org/united-states-world/united-states-world/2023-07-21/the-white-house-and-big-tech-companies-release-commitments-on-managing-ai::c0000,3380,2023-07-21,Seven tech companies including Google Meta and OpenAI have voluntarily made commitments on developing and managing artificial intelligence,0.9,Google,artificial intelligence,google,artificial intelligence,lab19_0e132222d1315530d6efca52,lab19_1a324b330bd048e7308e53f0
Meta,Company,DEVELOPED,artificial intelligence,Technology,https://www.wfae.org/united-states-world/united-states-world/2023-07-21/the-white-house-and-big-tech-companies-release-commitments-on-managing-ai::c0000,3380,2023-07-21,Seven tech companies including Google Meta and OpenAI have voluntarily made commitments on developing and managing artificial intelligence,0.9,Meta,artificial intelligence,meta,artificial intelligence,lab19_6dbfdfc5a4e8df3668a4dac3,lab19_1a324b330bd048e7308e53f0
OpenAI,Company,DEVELOPED,artificial intelligence,Technology,https://www.wfae.org/united-states-world/united-states-world/2023-07-21/the-white-house-and-big-tech-companies-release-commitments-on-managing-ai::c0000,3380,2023-07-21,Seven tech companies including Google Meta and OpenAI have voluntarily made commitments on developing and managing artificial intelligence,0.9,OpenAI,artificial intelligence,openai,artificial intelligence,lab19_773eeb9b7cc008bff365fcdd,lab19_1a324b330bd048e7308e53f0
Google,Company,DEVELOPED,data centers,Technology,https://www.mariettatimes.com/opinion/editorials/2023/05/it-is-time-to-plan-ahead-for-tech-development/::c0000,3400,2023-05-08,Google announces plans to build two more data centers in Columbus and Lancaster,0.8,Google,data centers,google,data centers,lab19_0e132222d1315530d6efca52,lab19_816e03b3dfe577413603b747
Facebook,Company,DEVELOPED,data centers,Technology,https://www.mariettatimes.com/opinion/editorials/2023/05/it-is-time-to-plan-ahead-for-tech-development/::c0000,3400,2023-05-08,That region is already home to data centers for Facebook and Amazon,0.8,Facebook,data centers,facebook,data centers,lab19_7f996316eab74c563ffa5968,lab19_816e03b3dfe577413603b747
Amazon,Company,DEVELOPED,data centers,Technology,https://www.mariettatimes.com/opinion/editorials/2023/05/it-is-time-to-plan-ahead-for-tech-development/::c0000,3400,2023-05-08,That region is already home to data centers for Facebook and Amazon,0.8,Amazon,data centers,amazon,data centers,lab19_68b3544368862fc263941c8d,lab19_816e03b3dfe577413603b747
